make_year,mileage_kmpl,engine_cc,price_usd,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,transmission_Automatic,transmission_Manual,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
2006,20.82,4000,8993.89,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,14.4,1500,10456.24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2017,21.2,5000,11658.71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,12.96,3000,9081.46,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2015,18.86,1800,6806.89,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2020,7.1,1800,5427.87,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2002,23.87,1800,7996.35,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2015,18.0,1800,10688.22,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019,10.03,1200,4895.87,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2003,21.14,2000,5834.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1995,26.16,800,3050.89,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2000,13.37,3000,6534.24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2017,16.95,1500,6222.08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,15.43,2000,6069.01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,14.15,1000,4178.07,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2005,13.62,1000,3141.3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2005,14.77,3000,8121.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,15.04,800,5706.64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2007,16.22,3000,6698.67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,15.85,5000,10120.66,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2012,21.81,5000,13657.81,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,21.36,800,5141.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,10.33,4000,7849.69,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1995,15.03,800,1743.81,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2015,24.25,1500,5077.44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019,19.47,4000,11418.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2001,19.67,800,2368.38,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2017,19.19,4000,11869.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2021,16.69,3000,11453.16,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2007,17.79,1800,5695.96,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2006,15.98,2000,7787.66,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2012,22.28,1800,6644.58,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2018,16.03,1500,6262.88,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2013,17.44,5000,12365.26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,21.68,1500,7651.37,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2002,16.36,5000,10068.04,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2013,17.65,3000,6831.92,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2004,16.21,3000,6478.2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2001,17.55,4000,8248.83,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2012,16.38,1200,4186.29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010,15.32,5000,12104.17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2014,14.46,3000,9450.15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021,17.14,1200,8709.57,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2000,23.09,1000,3124.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2021,21.12,1000,9167.55,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2003,10.1,4000,8452.17,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015,15.85,1500,10381.19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2007,14.81,1800,9383.56,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2019,10.19,1000,6639.71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,19.38,4000,10900.43,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2020,17.52,2500,10390.82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2002,28.11,1200,7319.45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2010,16.33,2000,5161.36,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2007,14.12,2500,7289.09,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2007,13.64,2000,5761.24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011,15.74,5000,11648.54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2017,20.95,5000,11830.84,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014,21.52,2000,6836.68,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1999,32.63,3000,7217.45,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2016,11.97,3000,8205.46,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015,18.43,1800,5666.23,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2022,14.58,1500,7021.08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,19.75,1800,10685.68,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2022,24.92,4000,10911.51,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2003,22.31,5000,9028.11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1996,11.96,2000,2723.89,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2019,21.42,1200,10878.54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2020,7.43,1200,8980.81,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2012,6.1,800,2779.2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2003,16.75,1800,5018.09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,21.05,2000,7098.19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2005,19.74,3000,10283.13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2019,27.53,4000,11071.79,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2023,18.55,2500,9681.29,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2000,17.47,800,3815.49,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2000,23.78,2500,7295.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2007,16.13,5000,9505.71,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2005,19.94,4000,10476.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2008,20.24,1500,3796.32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1996,13.14,2500,5907.94,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2002,19.94,4000,12475.19,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1997,28.93,800,4768.88,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,23.68,5000,13808.65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2015,13.8,4000,7638.98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1997,29.69,1500,5476.78,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1995,21.45,3000,6540.54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2018,20.12,1200,11080.9,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2013,17.51,1000,4511.76,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2012,21.41,3000,9492.82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2011,18.56,3000,9294.87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2014,18.1,1200,6565.49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2023,17.33,3000,7932.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,22.87,2000,8358.42,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2007,22.31,5000,10365.62,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1997,17.25,4000,7921.57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1995,10.41,5000,5647.2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1998,18.18,2000,4490.7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2019,14.41,3000,10253.19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2007,15.63,1000,3988.91,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,17.38,800,5827.86,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2022,12.7,5000,12653.22,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2005,9.95,5000,8363.91,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1996,19.46,1000,3496.93,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2019,18.13,1500,7669.2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2010,17.94,5000,11592.42,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1996,20.55,4000,6772.21,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2023,14.7,2500,7652.99,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2013,19.66,4000,9404.35,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,24.69,4000,9412.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2013,16.73,4000,10184.17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2019,27.5,3000,9979.74,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,18.25,2000,5893.58,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2016,13.74,5000,10872.93,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2013,22.25,2500,9092.02,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2003,17.44,1000,3765.51,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1995,23.26,800,3118.83,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2004,20.07,1800,8164.29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2013,16.36,3000,8183.67,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1995,25.61,1200,6111.46,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1996,15.5,2500,5849.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,7.17,1800,6477.31,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2006,22.4,5000,9931.81,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2002,19.75,3000,6759.96,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,24.42,2000,8685.83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,13.59,2000,6753.95,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1996,16.76,2500,8593.62,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2019,16.2,2500,8660.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023,22.67,1500,7097.94,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2007,21.25,5000,10525.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2000,19.07,5000,10543.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2015,19.11,5000,11928.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2020,12.25,3000,6882.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2000,21.84,2000,5384.88,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2003,21.95,3000,9254.42,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2010,29.46,2500,11293.26,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2005,20.35,800,4670.97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2001,21.16,1500,5343.48,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2004,20.39,2500,7627.47,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2004,14.52,4000,10405.14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2019,24.25,1000,8997.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2014,17.72,1800,6703.17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2012,17.04,4000,9236.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,17.33,4000,11604.88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2018,17.67,2000,8035.71,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2014,15.57,2500,11579.68,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2023,19.08,4000,11935.61,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2003,17.52,5000,8905.15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2009,17.09,3000,7277.08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1998,20.45,5000,8468.31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2002,18.38,2000,9903.07,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2003,15.23,2000,5435.26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2007,14.18,2500,8465.97,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2003,18.49,2500,9803.92,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2020,14.27,1000,4898.04,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1998,13.91,4000,8637.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,13.98,1500,6875.23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,19.27,5000,10607.32,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2009,23.97,4000,9728.76,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1997,19.74,5000,12484.76,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2019,22.43,1200,8637.62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2014,17.65,1800,6765.01,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1999,18.71,1800,5376.03,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2017,26.26,2500,9997.69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1999,22.14,1500,5264.25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2014,22.69,1500,8657.55,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2009,16.68,800,5442.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2012,17.97,2000,4685.47,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2009,20.03,1500,5737.39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1996,14.97,5000,6754.34,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2023,6.18,5000,10534.84,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2007,19.98,1800,3242.53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1998,22.81,4000,8077.81,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2004,18.28,1500,5705.16,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2007,15.02,800,4127.28,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2004,16.35,4000,7816.66,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2023,7.86,1800,6688.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2003,16.33,5000,9364.08,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2002,12.42,2500,4584.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1997,14.5,1200,4767.16,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2010,12.17,1500,5447.34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2008,11.6,5000,9617.04,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2003,12.98,4000,8000.56,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2015,21.16,5000,11471.58,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2005,15.45,800,7575.71,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1997,12.46,1800,4969.59,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1999,21.77,3000,7742.73,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2023,18.64,5000,12576.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2004,6.18,2500,6981.57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2007,22.98,1500,5673.74,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1998,18.36,2500,5180.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,21.85,800,5895.85,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2007,16.87,2000,8549.75,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2006,26.02,4000,9026.06,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1999,16.09,1200,1000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2004,5.0,1500,3320.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2022,13.55,3000,9992.34,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2018,20.51,1800,7815.34,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2003,18.8,1800,7292.4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2014,17.39,800,4645.11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2001,13.07,2000,4685.26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1996,18.09,1000,5404.12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2016,17.93,800,7867.83,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2018,17.88,2000,6543.87,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2022,20.69,1800,7383.71,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2017,18.91,1800,5739.73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2001,16.74,4000,13048.43,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2002,12.99,5000,12509.03,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2001,24.8,5000,10555.61,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2015,27.91,1200,8141.96,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2017,26.72,800,11684.97,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2023,21.5,3000,13088.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2008,9.62,1800,8823.99,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2020,9.01,1800,6816.79,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2013,15.26,3000,7758.61,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1999,17.73,3000,6499.29,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,17.52,1000,6871.97,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2019,18.97,1200,6677.53,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2012,11.04,5000,9092.45,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2014,26.04,5000,10808.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,25.53,800,5356.4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,11.44,1200,4016.01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2011,8.69,1500,6551.61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2007,17.55,2500,8270.07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1996,24.31,4000,7598.06,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2019,17.84,1800,6884.18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2007,19.3,800,4622.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020,15.8,1000,6802.65,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2001,18.73,5000,11758.87,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2022,22.72,1000,5836.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2004,20.06,4000,8520.28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017,20.88,5000,11390.41,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2000,9.68,2500,4388.18,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1997,28.69,1000,4106.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2020,9.74,800,5522.78,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1997,18.78,1800,5063.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2012,17.25,800,5861.67,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2005,17.47,4000,8372.52,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2016,22.35,1200,6429.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2014,14.46,1000,4953.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1999,15.84,2000,7262.59,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2013,12.27,1200,3174.24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2016,23.61,1800,6817.67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021,19.33,5000,16785.48,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2022,21.19,3000,12774.36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2013,22.06,5000,13028.74,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2009,27.96,1000,7126.28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2010,27.08,1800,8732.56,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2018,19.62,3000,10150.16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2003,18.79,800,4208.38,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1998,15.34,5000,8995.35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2009,21.72,5000,10411.19,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019,21.54,1500,6869.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2006,14.35,1800,4671.3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2017,21.6,5000,12553.87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1997,23.04,1200,6166.73,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2017,12.39,1000,7823.06,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2008,18.95,1200,8585.84,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2011,17.67,1800,5937.57,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2013,17.97,2500,7776.23,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2000,13.24,1000,2921.38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1998,8.87,2500,4061.52,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2001,14.22,2000,8841.59,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2013,13.52,2500,9126.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011,19.77,2500,7648.69,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2019,19.85,4000,12604.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2010,19.56,2500,6673.51,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2009,11.02,2000,7163.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2016,12.4,5000,12466.53,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2002,14.92,3000,4603.08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,18.12,2500,7605.74,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2002,16.32,2000,7380.08,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2012,19.55,1500,5940.61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2022,22.88,2500,9800.28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2010,13.0,3000,8400.65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2014,13.19,3000,8013.69,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2013,18.68,1500,3781.96,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2004,17.59,5000,11958.04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2011,21.72,4000,10486.1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2007,18.04,1200,6105.01,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2007,26.7,4000,12054.7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2001,10.06,1200,1703.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2021,22.2,2500,9701.84,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2004,19.0,1500,4008.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1996,10.98,1800,2796.38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1998,7.66,1200,1000.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2019,12.37,1000,6587.49,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2000,24.05,3000,7185.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,23.48,2500,12061.73,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,17.36,2500,4842.91,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,16.19,3000,10082.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2000,13.72,800,2373.87,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2023,17.06,3000,9447.28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2019,15.63,5000,12275.07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2017,26.55,1800,9472.53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2011,11.82,3000,6822.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2008,19.96,4000,9445.98,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2018,26.79,1000,6714.52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2005,21.87,1200,4655.68,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2020,12.38,2000,7908.63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2013,10.29,4000,9213.98,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1996,19.37,5000,10179.76,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2022,18.75,5000,11525.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1997,24.16,3000,9056.77,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2005,20.74,2000,8487.07,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2000,15.58,1800,6264.08,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2023,15.24,1200,8292.11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2008,11.47,1500,4534.25,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2013,18.65,2500,5886.67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
